ID,age,workclass,marital_status,sex,hours_per_week,capital,income
22283,59,Private,Separated,Male,40,27292.141751195988,<=50K
22284,54,Self-emp-inc,Married-civ-spouse,Male,50,27484.656652590384,>50K
22285,38,Private,Married-civ-spouse,Male,50,27718.662303054887,>50K
22286,53,Private,Married-civ-spouse,Male,30,19666.72415664302,<=50K
22287,20,Private,Never-married,Female,30,,<=50K
22288,54,Federal-gov,Married-civ-spouse,Male,40,25654.498331727365,>50K
22289,41,Self-emp-not-inc,Never-married,Male,45,32170.402835237834,>50K
22290,33,Local-gov,Divorced,Female,50,26261.84540186647,<=50K
22291,35,Private,Widowed,Female,30,35592.16597061872,<=50K
22292,22,Private,Never-married,Male,50,,<=50K
22293,45,Self-emp-not-inc,Married-civ-spouse,Male,50,49008.41102043846,>50K
22294,29,Private,Never-married,Male,40,46652.14693200278,<=50K
22295,56,Self-emp-not-inc,Divorced,Female,50,45605.54125210407,<=50K
22296,23,Private,Never-married,Female,25,,<=50K
22297,30,Private,Never-married,Female,35,47713.87434193627,<=50K
22298,17,Private,Never-married,Female,25,,<=50K
22299,35,Local-gov,Separated,Female,40,45975.73261908087,<=50K
22300,25,Private,Never-married,Female,40,,<=50K
22301,42,State-gov,Married-civ-spouse,Male,40,27563.635403552777,>50K
22302,42,Private,Never-married,Male,40,32511.567021862164,<=50K
22303,19,Private,Never-married,Male,30,,<=50K
22304,32,Private,Never-married,Female,45,30349.83328436906,<=50K
22305,44,Private,Divorced,Female,40,26536.378237813362,<=50K
22306,53,Private,Married-civ-spouse,Male,36,44660.886590291855,>50K
22307,47,Self-emp-not-inc,Widowed,Female,50,25814.09320586775,<=50K
22308,24,Private,Never-married,Male,40,,<=50K
22309,30,State-gov,Married-civ-spouse,Female,40,44852.340377278604,>50K
22310,42,Private,Separated,Female,45,29549.00393457612,<=50K
22311,19,Private,Never-married,Female,40,,<=50K
22312,37,Self-emp-not-inc,Never-married,Male,37,31492.016097883366,<=50K
22313,26,Self-emp-not-inc,Married-civ-spouse,Male,50,23989.5768196637,<=50K
22314,25,Local-gov,Never-married,Male,20,,<=50K
22315,52,Private,Married-civ-spouse,Male,40,28048.275543219665,<=50K
22316,50,Local-gov,Married-civ-spouse,Male,40,29734.268783316624,<=50K
22317,40,Private,Married-civ-spouse,Male,40,21459.719402190618,>50K
22318,32,Private,Married-spouse-absent,Male,40,25636.861603073576,<=50K
22319,37,Private,Married-civ-spouse,Male,40,22389.963108237138,<=50K
22320,42,Local-gov,Never-married,Female,35,28135.405770757472,<=50K
22321,47,Private,Married-civ-spouse,Male,40,23301.44906264389,<=50K
22322,47,Private,Married-civ-spouse,Male,40,32602.78902374791,<=50K
22323,28,Private,Married-civ-spouse,Female,40,29083.168644329722,>50K
22324,27,Private,Married-civ-spouse,Female,40,33119.08170691037,<=50K
22325,61,Self-emp-not-inc,Married-civ-spouse,Male,40,35974.404212057496,<=50K
22326,47,Private,Married-civ-spouse,Male,40,33324.22989045568,<=50K
22327,30,Private,Never-married,Female,40,29669.381569242592,<=50K
22328,54,Private,Married-civ-spouse,Female,40,28683.60205020722,>50K
22329,56,Local-gov,Married-civ-spouse,Male,40,27578.327750316417,>50K
22330,69,Private,Widowed,Female,24,20382.629931077536,<=50K
22331,30,Private,Married-civ-spouse,Male,40,34187.87710171334,>50K
22332,36,Private,Married-civ-spouse,Male,40,25910.78240062883,>50K
22333,42,Self-emp-not-inc,Married-civ-spouse,Male,50,32853.84311737685,<=50K
22334,45,Federal-gov,Married-civ-spouse,Male,45,25101.308560424757,>50K
22335,39,Private,Married-civ-spouse,Female,20,31049.893086405154,>50K
22336,26,Private,Divorced,Female,40,32176.876310239964,<=50K
22337,28,Local-gov,Married-civ-spouse,Male,42,27627.763190638525,>50K
22338,31,Private,Married-civ-spouse,Male,40,23078.74235157455,>50K
22339,32,Private,Separated,Male,50,24316.4443931177,<=50K
22340,51,Private,Never-married,Female,40,46992.68574409677,<=50K
22341,29,Private,Married-civ-spouse,Male,50,14322.798500414789,<=50K
22342,38,Local-gov,Never-married,Female,50,23479.695369047946,<=50K
22343,64,Private,Widowed,Female,20,29844.78807220907,<=50K
22344,26,State-gov,Never-married,Male,40,31857.382148479322,<=50K
22345,68,Private,Married-spouse-absent,Male,22,34286.34327264717,<=50K
22346,32,Private,Married-civ-spouse,Male,48,26391.08263942993,<=50K
22347,29,Private,Never-married,Female,40,18769.682945214052,<=50K
22348,51,,Separated,Female,40,31551.83529492174,<=50K
22349,21,Private,Never-married,Male,40,,<=50K
22350,26,,Separated,Female,40,15195.652063454985,<=50K
22351,33,Local-gov,Married-spouse-absent,Male,40,27583.93383859871,<=50K
22352,26,Private,Never-married,Male,40,46126.125805338765,<=50K
22353,52,Private,Married-civ-spouse,Male,40,33316.01395458611,<=50K
22354,31,Private,Married-civ-spouse,Male,50,32539.567755255764,<=50K
22355,29,Local-gov,Never-married,Male,45,48239.621377280244,<=50K
22356,19,Private,Never-married,Female,27,,<=50K
22357,51,Private,Married-civ-spouse,Female,40,27060.600815028134,<=50K
22358,45,Private,Separated,Female,40,24909.1157919984,<=50K
22359,20,Private,Married-civ-spouse,Male,32,,<=50K
22360,40,Private,Never-married,Male,48,27773.25817106105,<=50K
22361,43,Private,Married-civ-spouse,Male,50,32444.210168160324,>50K
22362,52,Local-gov,Married-civ-spouse,Male,40,32137.443264479392,<=50K
22363,46,Private,Divorced,Female,24,32223.59672535216,<=50K
22364,24,Private,Married-civ-spouse,Male,40,,<=50K
22365,20,Private,Never-married,Male,50,,<=50K
22366,38,Self-emp-not-inc,Married-civ-spouse,Male,50,26836.186568996196,<=50K
22367,44,Private,Never-married,Female,45,24892.8121339098,<=50K
22368,24,Private,Never-married,Female,40,,<=50K
22369,32,State-gov,Married-civ-spouse,Male,50,32117.95204146522,>50K
22370,49,Private,Never-married,Male,35,31259.017634234988,<=50K
22371,36,Private,Never-married,Female,40,33680.840819667326,<=50K
22372,31,Private,Separated,Male,45,30511.635514046935,<=50K
22373,46,,Married-civ-spouse,Male,40,29773.502711265955,<=50K
22374,46,Private,Divorced,Female,40,26680.265769191,<=50K
22375,46,Local-gov,Married-civ-spouse,Male,50,21779.16101701479,>50K
22376,29,Private,Married-spouse-absent,Female,40,35674.4182995633,<=50K
22377,37,Private,Married-civ-spouse,Male,40,46311.21241229628,<=50K
22378,44,,Married-civ-spouse,Male,25,28756.37637122547,<=50K
22379,28,,Never-married,Female,40,29602.528379908672,<=50K
22380,28,Self-emp-not-inc,Never-married,Male,40,26830.651118551657,<=50K
22381,48,Private,Widowed,Female,40,23756.965807843728,<=50K
22382,52,Private,Divorced,Female,20,24974.331375101756,<=50K
22383,19,Private,Never-married,Male,35,,<=50K
22384,31,Self-emp-not-inc,Married-civ-spouse,Male,40,27892.985057925896,>50K
22385,47,Private,Married-civ-spouse,Male,50,31865.62249433339,>50K
22386,37,Private,Married-civ-spouse,Male,40,23653.71932166146,<=50K
22387,22,,Never-married,Male,20,,<=50K
22388,46,Private,Married-civ-spouse,Male,44,31754.12750187813,>50K
22389,51,Self-emp-not-inc,Married-civ-spouse,Male,50,30686.61748998482,>50K
22390,50,Private,Married-civ-spouse,Male,45,44434.734661041766,>50K
22391,38,Private,Married-civ-spouse,Male,50,29351.95057852757,<=50K
22392,40,Local-gov,Married-civ-spouse,Male,35,47284.00127374798,<=50K
22393,58,Private,Divorced,Male,40,29088.498897773876,<=50K
22394,36,Private,Married-civ-spouse,Male,40,21652.684036374732,>50K
22395,26,Local-gov,Never-married,Female,35,34288.77163752689,<=50K
22396,17,,Never-married,Female,40,,<=50K
22397,49,Private,Divorced,Male,48,25480.040725391984,<=50K
22398,39,State-gov,Married-civ-spouse,Female,38,27102.284235481293,>50K
22399,46,Private,Married-civ-spouse,Male,45,23073.086139737192,>50K
22400,26,Private,Separated,Female,37,30051.80666937839,<=50K
22401,40,Federal-gov,Never-married,Female,40,29034.85503062461,<=50K
22402,53,State-gov,Married-civ-spouse,Male,40,24393.7461481951,>50K
22403,60,Self-emp-not-inc,Married-civ-spouse,Male,50,49425.92149980251,<=50K
22404,28,Private,Married-civ-spouse,Male,40,31236.67131594124,<=50K
22405,22,,Never-married,Female,20,,<=50K
22406,31,Private,Married-civ-spouse,Male,50,34507.61295158183,<=50K
22407,45,Private,Divorced,Male,50,34273.120219206845,>50K
22408,34,Private,Divorced,Male,40,17946.870621238435,<=50K
22409,27,State-gov,Never-married,Male,40,9822.861405687392,<=50K
22410,40,Private,Divorced,Female,40,24837.301217586737,<=50K
22411,68,Private,Widowed,Female,32,33413.7512269121,<=50K
22412,51,Private,Married-civ-spouse,Male,50,45312.073488665425,<=50K
22413,55,Private,Married-civ-spouse,Male,20,34223.7603218889,<=50K
22414,43,Private,Married-civ-spouse,Male,45,47637.682995554904,>50K
22415,23,State-gov,Never-married,Female,27,,<=50K
22416,48,Private,Married-civ-spouse,Male,40,46825.37499886795,<=50K
22417,42,Self-emp-inc,Married-civ-spouse,Male,30,23863.091116366344,<=50K
22418,51,Self-emp-inc,Never-married,Male,40,25445.106442779175,>50K
22419,32,Private,Married-civ-spouse,Male,50,28666.503962256727,<=50K
22420,34,Private,Married-civ-spouse,Male,45,45603.42569973944,>50K
22421,31,Local-gov,Married-civ-spouse,Male,50,32437.230360475067,>50K
22422,71,,Divorced,Male,45,32081.96981793502,<=50K
22423,17,Private,Never-married,Male,20,,<=50K
22424,37,Private,Married-civ-spouse,Female,40,48502.675160772655,>50K
22425,26,Private,Married-civ-spouse,Female,40,30588.723969727194,<=50K
22426,17,Private,Never-married,Female,20,,<=50K
22427,34,Private,Married-civ-spouse,Male,40,32790.154815503585,>50K
22428,46,Private,Married-civ-spouse,Male,40,35073.91606796929,>50K
22429,33,Private,Married-civ-spouse,Male,40,33100.46304951344,<=50K
22430,41,Local-gov,Married-civ-spouse,Male,40,32593.93681285374,>50K
22431,59,Private,Married-spouse-absent,Male,40,34009.92604157687,<=50K
22432,50,Self-emp-not-inc,Married-civ-spouse,Male,50,26903.807251756658,>50K
22433,46,Private,Married-civ-spouse,Male,40,45757.083636547075,<=50K
22434,45,Private,Divorced,Male,40,26421.33583232643,<=50K
22435,27,Private,Never-married,Female,40,28317.78862843173,<=50K
22436,31,Private,Married-civ-spouse,Male,50,33598.625470707666,<=50K
22437,32,Private,Divorced,Female,38,35223.806034254674,<=50K
22438,28,Private,Married-civ-spouse,Male,50,22652.024158256998,<=50K
22439,32,Private,Married-civ-spouse,Male,40,29871.52393545785,>50K
22440,36,Private,Never-married,Male,50,33272.51699333844,<=50K
22441,39,Self-emp-inc,Married-civ-spouse,Male,40,47893.68651415821,>50K
22442,23,Private,Never-married,Male,40,,<=50K
22443,44,Private,Married-civ-spouse,Male,40,31915.82914718206,>50K
22444,37,Private,Married-civ-spouse,Male,40,22609.063961775064,<=50K
22445,36,Private,Married-spouse-absent,Female,40,27841.168038599884,<=50K
22446,45,Private,Married-spouse-absent,Female,40,43152.208689342566,<=50K
22447,43,Federal-gov,Married-civ-spouse,Male,40,27473.570442710057,>50K
22448,49,Private,Never-married,Female,50,32557.17888252397,>50K
22449,37,Private,Married-civ-spouse,Male,40,35026.83002775244,>50K
22450,26,Private,Never-married,Male,40,28885.49494742279,<=50K
22451,34,Private,Married-civ-spouse,Male,50,29532.2522780426,>50K
22452,51,Private,Married-civ-spouse,Male,50,30929.25148945929,>50K
22453,24,Private,Never-married,Female,40,,<=50K
22454,67,Self-emp-not-inc,Married-civ-spouse,Male,40,30029.337131690063,<=50K
22455,40,Private,Married-civ-spouse,Male,45,31177.82925488281,>50K
22456,32,Private,Married-civ-spouse,Female,40,35796.756410889364,>50K
22457,21,Private,Never-married,Female,20,,<=50K
22458,39,Self-emp-not-inc,Married-civ-spouse,Female,20,26919.853422189255,>50K
22459,33,Private,Married-civ-spouse,Male,40,28313.217070558436,<=50K
22460,48,Private,Divorced,Male,50,29196.511145873414,<=50K
22461,21,Private,Never-married,Female,30,,<=50K
22462,68,Self-emp-inc,Widowed,Female,50,55818.163487527345,>50K
22463,24,Private,Never-married,Male,40,,<=50K
22464,24,Private,Never-married,Male,40,,<=50K
22465,23,Private,Never-married,Female,45,,<=50K
22466,40,Private,Married-civ-spouse,Male,50,35404.86845034762,<=50K
22467,48,Private,Married-spouse-absent,Female,50,20245.750601316096,>50K
22468,42,Self-emp-not-inc,Married-civ-spouse,Male,50,30294.817347379565,<=50K
22469,45,Federal-gov,Never-married,Female,40,15020.015395380573,<=50K
22470,31,Private,Married-civ-spouse,Male,50,46499.506518026494,>50K
22471,53,Private,Married-civ-spouse,Male,45,30813.326211335258,<=50K
22472,25,Private,Never-married,Female,50,,<=50K
22473,32,Private,Married-civ-spouse,Male,50,26847.669417778474,<=50K
22474,34,Private,Married-civ-spouse,Male,25,27856.891128666804,<=50K
22475,41,Self-emp-inc,Married-civ-spouse,Male,35,49492.184736875606,>50K
22476,57,Local-gov,Divorced,Female,40,31513.39306270906,<=50K
22477,25,Private,Never-married,Male,40,,<=50K
22478,40,Private,Married-civ-spouse,Male,40,35807.49882865459,<=50K
22479,17,Private,Never-married,Female,20,,<=50K
22480,17,Private,Never-married,Male,40,,<=50K
22481,82,Self-emp-inc,Widowed,Male,20,23703.088141068278,<=50K
22482,40,Private,Divorced,Female,32,12967.97800808006,<=50K
22483,26,Private,Never-married,Male,35,23873.154249771218,<=50K
22484,37,Private,Divorced,Male,40,46174.13008771605,<=50K
22485,25,Private,Married-civ-spouse,Male,40,,<=50K
22486,65,Private,Married-civ-spouse,Male,22,29996.83867524671,>50K
22487,39,Private,Divorced,Male,40,28627.330405603145,<=50K
22488,36,Self-emp-not-inc,Married-civ-spouse,Male,40,27333.23808713288,<=50K
22489,37,Self-emp-not-inc,Married-civ-spouse,Male,45,33072.58775379676,<=50K
22490,23,Private,Never-married,Male,40,,<=50K
22491,34,Private,Married-civ-spouse,Male,40,48810.48264498399,>50K
22492,63,Self-emp-not-inc,Married-civ-spouse,Male,20,32026.295507256982,<=50K
22493,59,Private,Widowed,Female,35,29660.054612435782,<=50K
22494,49,Self-emp-not-inc,Married-civ-spouse,Male,40,25772.68699177916,<=50K
22495,62,,Never-married,Female,40,34099.828296052474,<=50K
22496,17,Private,Never-married,Female,20,,<=50K
22497,28,Private,Married-civ-spouse,Male,30,22990.31522519957,<=50K
22498,45,Federal-gov,Married-civ-spouse,Male,40,34662.093049530864,<=50K
22499,40,Self-emp-inc,Married-civ-spouse,Male,50,26312.722263107888,<=50K
22500,45,Private,Married-civ-spouse,Male,40,34657.15231307807,<=50K
22501,20,Private,Never-married,Male,40,,<=50K
22502,19,,Never-married,Female,38,,<=50K
22503,59,Local-gov,Married-civ-spouse,Female,22,28603.00498484935,>50K
22504,41,Private,Divorced,Male,40,53373.10371304257,<=50K
22505,49,Local-gov,Divorced,Male,48,33212.282898078716,>50K
22506,37,Private,Divorced,Male,45,26055.498343455285,>50K
22507,31,Self-emp-not-inc,Married-civ-spouse,Male,45,29385.496277768205,<=50K
22508,21,Private,Never-married,Male,40,,<=50K
22509,27,Private,Never-married,Female,20,44229.621627177476,<=50K
22510,20,,Never-married,Male,40,,<=50K
22511,51,Private,Divorced,Female,40,33860.42471329504,<=50K
22512,46,Private,Married-civ-spouse,Male,40,19420.40931632995,<=50K
22513,48,Private,Married-civ-spouse,Male,50,34432.121900937964,>50K
22514,39,Local-gov,Divorced,Female,40,22930.914150659315,<=50K
22515,50,Private,Married-civ-spouse,Male,45,34070.7262997043,>50K
22516,41,Private,Married-civ-spouse,Male,40,31174.221336516246,>50K
22517,21,Private,Never-married,Female,25,,<=50K
22518,54,Self-emp-inc,Married-civ-spouse,Male,50,28967.89116827047,>50K
22519,40,Private,Married-civ-spouse,Female,40,24423.577164313472,>50K
22520,44,Private,Married-civ-spouse,Male,41,44556.37040773581,<=50K
22521,50,Private,Married-civ-spouse,Male,50,28556.210603929518,>50K
22522,42,Private,Divorced,Female,45,29149.263051522677,<=50K
22523,34,Private,Never-married,Male,40,30517.554843468803,<=50K
22524,46,Private,Married-civ-spouse,Male,40,26269.548535106856,<=50K
22525,35,Private,Married-civ-spouse,Male,40,42666.08452657193,<=50K
22526,38,Private,Married-civ-spouse,Male,40,31959.756130163973,>50K
22527,37,Private,Divorced,Male,36,26273.46126724642,>50K
22528,30,Private,Married-civ-spouse,Male,40,32635.475695702826,<=50K
22529,22,Private,Never-married,Female,40,,<=50K
22530,21,Private,Never-married,Male,40,,<=50K
22531,40,Private,Married-spouse-absent,Male,40,26727.149342570607,<=50K
22532,56,Self-emp-not-inc,Married-civ-spouse,Male,50,26683.150198515425,<=50K
22533,48,Private,Married-civ-spouse,Male,40,26392.948267862077,<=50K
22534,21,Private,Never-married,Female,36,,<=50K
22535,52,Private,Widowed,Male,40,24220.953680663046,<=50K
22536,60,Local-gov,Married-civ-spouse,Male,50,32388.961030476567,>50K
22537,45,Private,Married-civ-spouse,Male,50,33477.44377129123,>50K
22538,30,Private,Married-civ-spouse,Male,45,34378.627410412104,<=50K
22539,31,Private,Married-civ-spouse,Male,40,28983.75729815878,<=50K
22540,43,Private,Married-civ-spouse,Male,35,31730.6870755716,<=50K
22541,36,Private,Married-civ-spouse,Male,35,33147.67322783356,<=50K
22542,42,Private,Married-civ-spouse,Male,50,32850.48107645722,<=50K
22543,28,Local-gov,Married-civ-spouse,Female,35,42839.817326396485,>50K
22544,62,Private,Married-civ-spouse,Male,45,25942.881188759362,>50K
22545,65,,Separated,Female,40,24058.723099707015,<=50K
22546,45,Private,Married-civ-spouse,Male,40,34011.19491220121,>50K
22547,47,Private,Married-civ-spouse,Male,38,47029.804778585196,>50K
22548,43,Private,Married-civ-spouse,Male,40,45804.100195382525,<=50K
22549,24,Private,Never-married,Male,35,,<=50K
22550,44,Private,Separated,Female,39,33312.30529936501,<=50K
22551,25,Private,Never-married,Male,25,,<=50K
22552,21,Private,Never-married,Male,40,,<=50K
22553,29,Private,Married-civ-spouse,Male,43,26131.32275302172,<=50K
22554,21,Private,Never-married,Male,40,,<=50K
22555,41,Self-emp-inc,Married-civ-spouse,Male,45,29995.54358093212,>50K
22556,64,,Married-civ-spouse,Female,20,52837.71222502813,<=50K
22557,55,Self-emp-not-inc,Married-civ-spouse,Male,50,24470.7556843426,<=50K
22558,42,Private,Married-civ-spouse,Male,40,44259.50003921925,<=50K
22559,63,Self-emp-not-inc,Married-civ-spouse,Male,35,33013.28747284699,<=50K
22560,21,Private,Never-married,Male,24,,<=50K
22561,28,Private,Never-married,Female,50,23887.980587746286,<=50K
22562,45,Private,Married-civ-spouse,Female,35,43013.58559218224,<=50K
22563,21,Private,Never-married,Female,40,,<=50K
22564,34,Private,Married-civ-spouse,Female,40,23829.534463585576,>50K
22565,53,Private,Never-married,Female,35,53514.09881530058,<=50K
22566,45,Private,Married-civ-spouse,Male,40,34653.41979338941,<=50K
22567,47,Private,Divorced,Female,20,29027.22325938497,<=50K
22568,41,Private,Divorced,Female,36,34476.218303096626,<=50K
22569,35,Private,Married-civ-spouse,Female,30,29466.431675922177,>50K
22570,43,Self-emp-inc,Married-civ-spouse,Male,50,26221.118388536066,>50K
22571,53,Local-gov,Married-civ-spouse,Male,32,28007.740354038033,<=50K
22572,34,Private,Never-married,Male,45,28140.61623409506,<=50K
22573,46,Federal-gov,Married-civ-spouse,Male,40,26977.88555617552,>50K
22574,59,Private,Widowed,Female,40,28367.738267842866,>50K
22575,53,Private,Divorced,Male,50,45589.53588590674,<=50K
22576,33,Private,Separated,Male,35,30380.045814544213,<=50K
22577,45,Private,Married-civ-spouse,Male,50,30892.398636514095,<=50K
22578,48,Self-emp-inc,Married-civ-spouse,Male,40,34470.83505246514,>50K
22579,42,Private,Divorced,Female,40,24227.079517269267,<=50K
22580,55,Private,Married-civ-spouse,Male,50,30044.596381695326,>50K
22581,46,Self-emp-not-inc,Married-civ-spouse,Male,50,32301.9821640375,<=50K
22582,17,Private,Never-married,Female,20,,<=50K
22583,23,Private,Never-married,Female,35,,<=50K
22584,21,Private,Never-married,Male,50,,<=50K
22585,53,Federal-gov,Divorced,Male,40,33984.55401896975,<=50K
22586,61,Self-emp-inc,Married-civ-spouse,Male,20,19698.886642050897,>50K
22587,58,State-gov,Divorced,Male,40,30699.481503374183,<=50K
22588,36,Private,Married-civ-spouse,Male,50,32725.469518091086,<=50K
22589,45,Local-gov,Divorced,Female,38,22628.773145751402,<=50K
22590,39,Private,Married-civ-spouse,Female,30,14111.595667591448,>50K
22591,39,Private,Divorced,Female,50,22844.418598604774,>50K
22592,48,Self-emp-inc,Married-civ-spouse,Female,40,30788.536385730284,>50K
22593,41,Private,Married-civ-spouse,Male,38,29835.02389182765,<=50K
22594,30,Private,Married-civ-spouse,Male,40,28709.622952987986,<=50K
22595,50,Private,Divorced,Male,45,28392.22890070487,<=50K
22596,51,Self-emp-not-inc,Married-civ-spouse,Male,48,24707.63936537295,>50K
22597,23,Private,Separated,Female,40,,<=50K
22598,41,Private,Married-civ-spouse,Male,50,27942.364501118893,<=50K
22599,47,Federal-gov,Married-civ-spouse,Male,50,26877.25420092989,<=50K
22600,51,Private,Married-civ-spouse,Male,50,27341.957023234492,<=50K
22601,60,Self-emp-inc,Married-civ-spouse,Male,40,27304.53022183994,<=50K
22602,51,Private,Divorced,Female,40,47679.039713271006,<=50K
22603,20,Local-gov,Never-married,Male,40,,<=50K
22604,29,Local-gov,Never-married,Female,37,29930.610794718694,<=50K
22605,42,State-gov,Married-civ-spouse,Male,48,28048.022418806217,<=50K
22606,32,Private,Divorced,Female,20,46568.82858387691,<=50K
22607,19,Private,Never-married,Male,40,,<=50K
22608,34,Private,Married-civ-spouse,Male,45,34740.96140664787,>50K
22609,48,Private,Widowed,Female,48,20387.03877207093,<=50K
22610,38,Private,Married-civ-spouse,Male,40,16155.380411033595,<=50K
22611,38,Private,Never-married,Female,50,31749.801410498974,>50K
22612,40,Self-emp-not-inc,Married-civ-spouse,Male,50,45147.14518247647,<=50K
22613,39,Private,Never-married,Male,50,30973.30351003602,>50K
22614,38,Private,Married-civ-spouse,Male,40,15347.579677432797,<=50K
22615,26,Private,Never-married,Female,40,27690.853485804735,<=50K
22616,23,State-gov,Never-married,Male,20,,<=50K
22617,20,Private,Never-married,Male,40,,<=50K
22618,49,Private,Married-spouse-absent,Male,40,27369.474906596657,<=50K
22619,23,Private,Never-married,Female,40,,<=50K
22620,47,Private,Married-civ-spouse,Male,45,16115.376143734504,>50K
22621,43,Private,Married-civ-spouse,Male,40,24972.11971286518,<=50K
22622,56,Private,Divorced,Male,30,25951.437729708396,<=50K
22623,60,Self-emp-not-inc,Married-civ-spouse,Male,35,28537.79668065159,<=50K
22624,29,Private,Divorced,Male,40,50008.49317342325,<=50K
22625,25,Private,Never-married,Female,38,,<=50K
22626,39,Private,Never-married,Male,40,29144.72323326897,<=50K
22627,37,Private,Never-married,Female,35,44781.488647829814,<=50K
22628,38,Private,Never-married,Male,45,34410.21832369402,<=50K
22629,47,Private,Divorced,Female,36,27513.420771423,<=50K
22630,50,Self-emp-not-inc,Divorced,Male,50,35473.83034067961,>50K
22631,64,Self-emp-not-inc,Married-civ-spouse,Male,40,21643.158688401476,>50K
22632,35,Private,Married-civ-spouse,Male,40,26093.166274696407,<=50K
22633,25,,Never-married,Female,40,,<=50K
22634,42,Private,Married-civ-spouse,Male,44,26788.847726744687,>50K
22635,51,Private,Separated,Male,40,19992.424446841404,<=50K
22636,21,Private,Never-married,Male,40,,<=50K
22637,53,Self-emp-not-inc,Divorced,Male,50,35237.21886797775,>50K
22638,29,Private,Divorced,Female,40,33709.81010452308,<=50K
22639,34,Private,Married-civ-spouse,Male,50,31982.54027921953,<=50K
22640,37,Private,Married-civ-spouse,Male,50,47241.89057466706,>50K
22641,20,Private,Never-married,Female,40,,<=50K
22642,18,Private,Never-married,Male,50,,<=50K
22643,57,Private,Married-civ-spouse,Male,45,26582.71059260383,>50K
22644,47,,Married-civ-spouse,Male,40,30628.93889088176,>50K
22645,27,Private,Married-civ-spouse,Male,40,46469.886895182186,<=50K
22646,23,Self-emp-inc,Never-married,Male,50,,<=50K
22647,36,Self-emp-inc,Divorced,Male,50,29289.750074814758,<=50K
22648,48,Private,Divorced,Female,40,45982.13526164432,<=50K
22649,40,Private,Married-civ-spouse,Male,43,27973.67982385123,<=50K
22650,51,Private,Divorced,Female,20,20782.731948289707,<=50K
22651,59,Private,Married-civ-spouse,Male,40,29181.53145862776,<=50K
22652,32,Private,Married-civ-spouse,Female,40,22029.080572126324,<=50K
22653,39,Private,Divorced,Male,40,33754.43594867614,<=50K
22654,32,Private,Married-civ-spouse,Male,40,33886.756027996926,<=50K
22655,38,Private,Married-civ-spouse,Female,40,32218.258790324755,>50K
22656,44,State-gov,Never-married,Female,38,32543.780381848395,<=50K
22657,51,Private,Married-civ-spouse,Male,40,32472.715253762544,<=50K
22658,54,Private,Never-married,Female,20,30841.675403986148,<=50K
22659,22,Private,Never-married,Female,30,,<=50K
22660,19,Private,Never-married,Female,40,,<=50K
22661,31,Federal-gov,Married-civ-spouse,Male,45,16988.470724288563,<=50K
22662,53,Private,Married-civ-spouse,Male,40,33065.219879332915,<=50K
22663,28,Private,Married-civ-spouse,Male,45,26262.07276410181,<=50K
22664,19,Private,Never-married,Male,32,,<=50K
22665,40,Federal-gov,Married-civ-spouse,Male,40,29830.701653863394,>50K
22666,21,Private,Never-married,Male,20,,<=50K
22667,39,Private,Married-civ-spouse,Male,50,43654.61681328561,>50K
22668,40,Local-gov,Married-civ-spouse,Male,35,31304.611319093925,>50K
22669,36,Private,Married-civ-spouse,Male,40,35699.04384110036,<=50K
22670,18,Private,Never-married,Female,42,,<=50K
22671,32,Self-emp-inc,Married-civ-spouse,Male,50,30310.754856426436,>50K
22672,50,Private,Married-civ-spouse,Male,40,46987.263497216634,<=50K
22673,18,Private,Never-married,Male,20,,<=50K
22674,19,Private,Never-married,Male,43,,<=50K
22675,53,Private,Divorced,Male,40,25429.13487570513,>50K
22676,49,Private,Divorced,Female,32,26410.899172126425,<=50K
22677,40,Private,Married-spouse-absent,Male,45,28194.916381800507,<=50K
22678,31,Private,Never-married,Male,40,30049.401008850255,<=50K
22679,47,Self-emp-not-inc,Married-civ-spouse,Male,35,31122.738201764674,<=50K
22680,35,Local-gov,Married-civ-spouse,Male,40,29838.126387101776,<=50K
22681,47,Local-gov,Never-married,Female,20,27920.265633750754,<=50K
22682,43,Self-emp-not-inc,Divorced,Female,20,46171.50513882545,<=50K
22683,51,Private,Never-married,Male,21,27099.448145894465,<=50K
22684,54,Private,Married-civ-spouse,Male,40,46214.42111503111,>50K
22685,76,Local-gov,Married-civ-spouse,Male,30,25834.241861158433,<=50K
22686,33,Private,Never-married,Male,43,33670.60135009901,<=50K
22687,19,Private,Never-married,Male,20,,<=50K
22688,49,Private,Married-civ-spouse,Male,40,35642.022956483226,<=50K
22689,26,Private,Married-civ-spouse,Male,40,42396.04535846823,<=50K
22690,23,Private,Never-married,Female,20,,<=50K
22691,49,Private,Married-civ-spouse,Male,40,21546.47561906974,>50K
22692,24,Private,Never-married,Male,50,,<=50K
22693,48,Private,Never-married,Male,40,15173.18786327114,<=50K
22694,36,State-gov,Married-civ-spouse,Male,40,27136.831602852955,<=50K
22695,33,Private,Separated,Female,40,23873.585744549677,<=50K
22696,31,Private,Married-civ-spouse,Male,48,49212.76841020596,>50K
22697,53,Private,Married-civ-spouse,Male,44,27690.245100163986,>50K
22698,22,Private,Never-married,Female,20,,<=50K
22699,43,Private,Married-civ-spouse,Male,40,25409.997420499014,<=50K
22700,31,Private,Married-civ-spouse,Male,40,44623.1479179427,<=50K
22701,53,State-gov,Divorced,Female,40,33193.68383651191,<=50K
